district,date,deaths
Rajsamand,2020-02-01,507
Rajsamand,2020-03-01,420
Rajsamand,2020-04-01,419
Rajsamand,2020-05-01,515
Rajsamand,2020-06-01,432
Rajsamand,2020-07-01,455
Rajsamand,2020-08-01,595
Rajsamand,2020-09-01,552
Rajsamand,2020-10-01,504
Rajsamand,2020-11-01,520
Rajsamand,2020-12-01,566
Rajsamand,2021-01-01,537
Rajsamand,2021-02-01,377
Rajsamand,2021-03-01,443
Rajsamand,2021-04-01,843
Rajsamand,2021-05-01,1465
Dungarpur,2018-01-01,443
Dungarpur,2018-02-01,415
Dungarpur,2018-03-01,497
Dungarpur,2018-04-01,460
Dungarpur,2018-05-01,492
Dungarpur,2018-06-01,395
Dungarpur,2018-07-01,391
Dungarpur,2018-08-01,415
Dungarpur,2018-09-01,422
Dungarpur,2018-10-01,442
Dungarpur,2018-11-01,414
Dungarpur,2018-12-01,494
Dungarpur,2019-01-01,486
Dungarpur,2019-02-01,496
Dungarpur,2019-03-01,432
Dungarpur,2019-04-01,379
Dungarpur,2019-05-01,428
Dungarpur,2019-06-01,432
Dungarpur,2019-07-01,396
Dungarpur,2019-08-01,451
Dungarpur,2019-09-01,455
Dungarpur,2019-10-01,442
Dungarpur,2019-11-01,488
Dungarpur,2019-12-01,559
Dungarpur,2020-01-01,539
Dungarpur,2020-02-01,425
Dungarpur,2020-03-01,434
Dungarpur,2020-04-01,472
Dungarpur,2020-05-01,513
Dungarpur,2020-06-01,486
Dungarpur,2020-07-01,486
Dungarpur,2020-08-01,487
Dungarpur,2020-09-01,469
Dungarpur,2020-10-01,474
Dungarpur,2020-11-01,481
Dungarpur,2020-12-01,549
Dungarpur,2021-01-01,508
Dungarpur,2021-02-01,343
Dungarpur,2021-03-01,377
Dungarpur,2021-04-01,735
Dungarpur,2021-05-01,1052
Banswara,2018-01-01,541
Banswara,2018-02-01,453
Banswara,2018-03-01,477
Banswara,2018-04-01,498
Banswara,2018-05-01,460
Banswara,2018-06-01,437
Banswara,2018-07-01,455
Banswara,2018-08-01,453
Banswara,2018-09-01,483
Banswara,2018-10-01,437
Banswara,2018-11-01,479
Banswara,2018-12-01,631
Banswara,2019-01-01,584
Banswara,2019-02-01,510
Banswara,2019-03-01,520
Banswara,2019-04-01,492
Banswara,2019-05-01,510
Banswara,2019-06-01,521
Banswara,2019-07-01,490
Banswara,2019-08-01,569
Banswara,2019-09-01,660
Banswara,2019-10-01,565
Banswara,2019-11-01,589
Banswara,2019-12-01,581
Banswara,2020-01-01,608
Banswara,2020-02-01,580
Banswara,2020-03-01,479
Banswara,2020-04-01,610
Banswara,2020-05-01,646
Banswara,2020-06-01,581
Banswara,2020-07-01,592
Banswara,2020-08-01,620
Banswara,2020-09-01,658
Banswara,2020-10-01,569
Banswara,2020-11-01,500
Banswara,2020-12-01,698
Banswara,2021-01-01,633
Banswara,2021-02-01,452
Banswara,2021-03-01,407
Banswara,2021-04-01,769
Banswara,2021-05-01,1407
Chittorgarh,2018-01-01,552
Chittorgarh,2018-02-01,406
Chittorgarh,2018-03-01,551
Chittorgarh,2018-04-01,482
Chittorgarh,2018-05-01,486
Chittorgarh,2018-06-01,494
Chittorgarh,2018-07-01,400
Chittorgarh,2018-08-01,434
Chittorgarh,2018-09-01,423
Chittorgarh,2018-10-01,498
Chittorgarh,2018-11-01,501
Chittorgarh,2018-12-01,594
Chittorgarh,2019-01-01,643
Chittorgarh,2019-02-01,433
Chittorgarh,2019-03-01,464
Chittorgarh,2019-04-01,411
Chittorgarh,2019-05-01,442
Chittorgarh,2019-06-01,514
Chittorgarh,2019-07-01,406
Chittorgarh,2019-08-01,544
Chittorgarh,2019-09-01,511
Chittorgarh,2019-10-01,526
Chittorgarh,2019-11-01,502
Chittorgarh,2019-12-01,500
Chittorgarh,2020-01-01,565
Chittorgarh,2020-02-01,443
Chittorgarh,2020-03-01,382
Chittorgarh,2020-04-01,448
Chittorgarh,2020-05-01,529
Chittorgarh,2020-06-01,409
Chittorgarh,2020-07-01,404
Chittorgarh,2020-08-01,515
Chittorgarh,2020-09-01,450
Chittorgarh,2020-10-01,564
Chittorgarh,2020-11-01,548
Chittorgarh,2020-12-01,633
Chittorgarh,2021-01-01,588
Chittorgarh,2021-02-01,466
Chittorgarh,2021-03-01,438
Chittorgarh,2021-04-01,920
Chittorgarh,2021-05-01,1667
Kota,2018-01-01,318
Kota,2018-02-01,310
Kota,2018-03-01,270
Kota,2018-04-01,271
Kota,2018-05-01,305
Kota,2018-06-01,239
Kota,2018-07-01,233
Kota,2018-08-01,264
Kota,2018-09-01,331
Kota,2018-10-01,268
Kota,2018-11-01,298
Kota,2018-12-01,349
Kota,2019-01-01,291
Kota,2019-02-01,193
Kota,2019-03-01,291
Kota,2019-04-01,188
Kota,2019-05-01,279
Kota,2019-06-01,356
Kota,2019-07-01,198
Kota,2019-08-01,210
Kota,2019-09-01,243
Kota,2019-10-01,239
Kota,2019-11-01,222
Kota,2019-12-01,293
Kota,2020-01-01,242
Kota,2020-02-01,186
Kota,2020-03-01,195
Kota,2020-04-01,162
Kota,2020-05-01,253
Kota,2020-06-01,193
Kota,2020-07-01,152
Kota,2020-08-01,193
Kota,2020-09-01,337
Kota,2020-10-01,214
Kota,2020-11-01,246
Kota,2020-12-01,266
Kota,2021-01-01,265
Kota,2021-02-01,167
Kota,2021-03-01,212
Kota,2021-04-01,485
Kota,2021-05-01,613
Baran,2018-01-01,331
Baran,2018-02-01,303
Baran,2018-03-01,315
Baran,2018-04-01,332
Baran,2018-05-01,390
Baran,2018-06-01,310
Baran,2018-07-01,296
Baran,2018-08-01,319
Baran,2018-09-01,361
Baran,2018-10-01,364
Baran,2018-11-01,339
Baran,2018-12-01,338
Baran,2019-01-01,364
Baran,2019-02-01,305
Baran,2019-03-01,290
Baran,2019-04-01,301
Baran,2019-05-01,399
Baran,2019-06-01,421
Baran,2019-07-01,292
Baran,2019-08-01,357
Baran,2019-09-01,420
Baran,2019-10-01,398
Baran,2019-11-01,349
Baran,2019-12-01,415
Baran,2020-01-01,400
Baran,2020-02-01,344
Baran,2020-03-01,268
Baran,2020-04-01,319
Baran,2020-05-01,361
Baran,2020-06-01,336
Baran,2020-07-01,351
Baran,2020-08-01,405
Baran,2020-09-01,470
Baran,2020-10-01,373
Baran,2020-11-01,427
Baran,2020-12-01,375
Baran,2021-01-01,355
Baran,2021-02-01,235
Baran,2021-03-01,240
Baran,2021-04-01,411
Baran,2021-05-01,1081
Jhalawar,2018-01-01,410
Jhalawar,2018-02-01,348
Jhalawar,2018-03-01,343
Jhalawar,2018-04-01,359
Jhalawar,2018-05-01,528
Jhalawar,2018-06-01,320
Jhalawar,2018-07-01,312
Jhalawar,2018-08-01,371
Jhalawar,2018-09-01,369
Jhalawar,2018-10-01,429
Jhalawar,2018-11-01,375
Jhalawar,2018-12-01,456
Jhalawar,2019-01-01,384
Jhalawar,2019-02-01,269
Jhalawar,2019-03-01,289
Jhalawar,2019-04-01,327
Jhalawar,2019-05-01,408
Jhalawar,2019-06-01,475
Jhalawar,2019-07-01,376
Jhalawar,2019-08-01,462
Jhalawar,2019-09-01,527
Jhalawar,2019-10-01,438
Jhalawar,2019-11-01,427
Jhalawar,2019-12-01,476
Jhalawar,2020-01-01,471
Jhalawar,2020-02-01,354
Jhalawar,2020-03-01,314
Jhalawar,2020-04-01,344
Jhalawar,2020-05-01,406
Jhalawar,2020-06-01,358
Jhalawar,2020-07-01,360
Jhalawar,2020-08-01,353
Jhalawar,2020-09-01,482
Jhalawar,2020-10-01,450
Jhalawar,2020-11-01,441
Jhalawar,2020-12-01,489
Jhalawar,2021-01-01,362
Jhalawar,2021-02-01,258
Jhalawar,2021-03-01,295
Jhalawar,2021-04-01,607
Jhalawar,2021-05-01,1550
Udaipur,2018-01-01,838
Udaipur,2018-02-01,725
Udaipur,2018-03-01,906
Udaipur,2018-04-01,663
Udaipur,2018-05-01,830
Udaipur,2018-06-01,597
Udaipur,2018-07-01,614
Udaipur,2018-08-01,622
Udaipur,2018-09-01,648
Udaipur,2018-10-01,724
Udaipur,2018-11-01,802
Udaipur,2018-12-01,946
Udaipur,2019-01-01,782
Udaipur,2019-02-01,742
Udaipur,2019-03-01,866
Udaipur,2019-04-01,629
Udaipur,2019-05-01,719
Udaipur,2019-06-01,737
Udaipur,2019-07-01,733
Udaipur,2019-08-01,784
Udaipur,2019-09-01,1122
Udaipur,2019-10-01,895
Udaipur,2019-11-01,711
Udaipur,2019-12-01,890
Udaipur,2020-01-01,922
Udaipur,2020-02-01,690
Udaipur,2020-03-01,665
Udaipur,2020-04-01,715
Udaipur,2020-05-01,1008
Udaipur,2020-06-01,641
Udaipur,2020-07-01,645
Udaipur,2020-08-01,795
Udaipur,2020-09-01,1005
Udaipur,2020-10-01,892
Udaipur,2020-11-01,921
Udaipur,2020-12-01,1275
Udaipur,2021-01-01,972
Udaipur,2021-02-01,838
Udaipur,2021-03-01,843
Udaipur,2021-04-01,1516
Udaipur,2021-05-01,2566
Pratapgarh,2018-01-01,254
Pratapgarh,2018-02-01,171
Pratapgarh,2018-03-01,256
Pratapgarh,2018-04-01,193
Pratapgarh,2018-05-01,232
Pratapgarh,2018-06-01,218
Pratapgarh,2018-07-01,184
Pratapgarh,2018-08-01,211
Pratapgarh,2018-09-01,203
Pratapgarh,2018-10-01,236
Pratapgarh,2018-11-01,222
Pratapgarh,2018-12-01,244
Pratapgarh,2019-01-01,247
Pratapgarh,2019-02-01,198
Pratapgarh,2019-03-01,192
Pratapgarh,2019-04-01,196
Pratapgarh,2019-05-01,187
Pratapgarh,2019-06-01,190
Pratapgarh,2019-07-01,199
Pratapgarh,2019-08-01,265
Pratapgarh,2019-09-01,304
Pratapgarh,2019-10-01,252
Pratapgarh,2019-11-01,260
Pratapgarh,2019-12-01,281
Pratapgarh,2020-01-01,264
Pratapgarh,2020-02-01,222
Pratapgarh,2020-03-01,203
Pratapgarh,2020-04-01,224
Pratapgarh,2020-05-01,227
Pratapgarh,2020-06-01,179
Pratapgarh,2020-07-01,210
Pratapgarh,2020-08-01,240
Pratapgarh,2020-09-01,279
Pratapgarh,2020-10-01,220
Pratapgarh,2020-11-01,259
Pratapgarh,2020-12-01,297
Pratapgarh,2021-01-01,242
Pratapgarh,2021-02-01,170
Pratapgarh,2021-03-01,174
Pratapgarh,2021-04-01,255
Pratapgarh,2021-05-01,781
